location_name,zone,time_window,avg_flow,avg_speed,avg_occupy,max_flow
Inavolu Junction Road 7,Inavolu Junction,5,2.3183333333333334,11.8914817871262,0.0386388888888888,6
Inavolu Junction Road 7,Inavolu Junction,6,2.305,12.715573600002026,0.0384166666666666,6
Inavolu Junction Road 7,Inavolu Junction,7,2.578333333333333,11.58898669491468,0.0429722222222221,5
Inavolu Junction Road 7,Inavolu Junction,8,3.36,11.019097463529633,0.0559999999999999,7
Inavolu Junction Road 7,Inavolu Junction,9,2.7066666666666666,11.58441585636696,0.045111111111111,6
Inavolu Junction Road 7,Inavolu Junction,10,1.9266666666666667,12.48623793373767,0.032111111111111,5
Inavolu Junction Road 7,Inavolu Junction,11,2.785,11.32160638144142,0.0464166666666666,5
Inavolu Junction Road 9,Inavolu Junction,0,1.8283333333333331,13.27349623702516,0.0304722222222222,6
Inavolu Junction Road 9,Inavolu Junction,1,2.465,11.943998766278003,0.0410833333333332,6
Inavolu Junction Road 9,Inavolu Junction,2,2.7583333333333333,11.629136442756906,0.0459722222222221,5
Inavolu Junction Road 9,Inavolu Junction,3,2.098333333333333,12.083728683813945,0.0349722222222221,5
Inavolu Junction Road 9,Inavolu Junction,4,3.0016666666666665,12.137130937245155,0.0500277777777777,11
Inavolu Junction Road 9,Inavolu Junction,5,2.295,11.321615597033269,0.0382499999999999,5
Inavolu Junction Road 9,Inavolu Junction,6,3.651666666666667,10.656936461173336,0.060861111111111,6
Inavolu Junction Road 9,Inavolu Junction,7,2.515,12.016635034041276,0.0419166666666666,6
Inavolu Junction Road 9,Inavolu Junction,8,2.165,12.242693164375764,0.0360833333333333,5
Inavolu Junction Road 9,Inavolu Junction,9,3.355,11.21901259679506,0.0559166666666666,7
Inavolu Junction Road 9,Inavolu Junction,10,2.3916666666666666,11.808287047921086,0.039861111111111,4
Inavolu Junction Road 9,Inavolu Junction,11,4.541666666666667,10.287483499790842,0.0756944444444444,10
Tadepalli Riverfront Road 1,Tadepalli Riverfront,0,1.37,14.59952928013501,0.0228333333333333,5
Tadepalli Riverfront Road 1,Tadepalli Riverfront,1,3.5683333333333334,14.112150685478206,0.0594722222222221,9
Tadepalli Riverfront Road 1,Tadepalli Riverfront,2,2.3866666666666667,14.203329732650657,0.0397777777777777,8
Tadepalli Riverfront Road 1,Tadepalli Riverfront,3,3.638333333333333,13.966331065653222,0.0606388888888888,12
Tadepalli Riverfront Road 1,Tadepalli Riverfront,4,2.958333333333333,14.155892320452464,0.0493055555555555,8
Tadepalli Riverfront Road 1,Tadepalli Riverfront,5,3.4266666666666667,14.062650431622956,0.057111111111111,8
Tadepalli Riverfront Road 1,Tadepalli Riverfront,6,4.195,13.765371194744466,0.0699166666666666,10
Tadepalli Riverfront Road 1,Tadepalli Riverfront,7,3.4633333333333334,13.955916823825088,0.0577222222222221,15
Tadepalli Riverfront Road 1,Tadepalli Riverfront,8,3.828333333333333,13.829005215004996,0.0638055555555555,10
Tadepalli Riverfront Road 1,Tadepalli Riverfront,9,2.881666666666667,14.19596748139421,0.0480277777777777,8
Tadepalli Riverfront Road 1,Tadepalli Riverfront,10,3.388333333333333,14.021086627434697,0.0564722222222221,11
Tadepalli Riverfront Road 1,Tadepalli Riverfront,11,3.228333333333333,14.109663456449358,0.0538055555555555,8
Tadepalli Riverfront Road 3,Tadepalli Riverfront,0,1.2866666666666666,14.660435179578926,0.0214444444444444,6
Tadepalli Riverfront Road 3,Tadepalli Riverfront,1,4.1883333333333335,13.726539841811585,0.0698055555555555,15
Tadepalli Riverfront Road 3,Tadepalli Riverfront,2,2.76,14.211801539333104,0.0459999999999999,9
Tadepalli Riverfront Road 3,Tadepalli Riverfront,3,3.0866666666666664,14.033976337054844,0.0514444444444444,9
Tadepalli Riverfront Road 3,Tadepalli Riverfront,4,2.775,14.218132830269193,0.0462499999999999,10
Tadepalli Riverfront Road 3,Tadepalli Riverfront,5,3.066666666666667,13.914729151435168,0.051111111111111,12
Tadepalli Riverfront Road 3,Tadepalli Riverfront,6,3.685,14.065394024538255,0.0614166666666666,8
Tadepalli Riverfront Road 3,Tadepalli Riverfront,7,3.418333333333333,13.868940744358545,0.0569722222222221,11
Tadepalli Riverfront Road 3,Tadepalli Riverfront,8,2.24,14.373228992702922,0.0373333333333333,6
Tadepalli Riverfront Road 3,Tadepalli Riverfront,9,3.5116666666666667,13.97989086191468,0.0585277777777777,11
Tadepalli Riverfront Road 3,Tadepalli Riverfront,10,4.6866666666666665,13.88408632363906,0.078111111111111,13
Tadepalli Riverfront Road 3,Tadepalli Riverfront,11,3.2533333333333334,14.117794792583869,0.0542222222222221,7
Tadepalli Riverfront Road 5,Tadepalli Riverfront,0,2.583333333333333,11.88829324706894,0.0430555555555555,9
Tadepalli Riverfront Road 5,Tadepalli Riverfront,1,3.4766666666666666,11.672076520539944,0.0579444444444444,9
Tadepalli Riverfront Road 5,Tadepalli Riverfront,2,2.54,11.459314013206107,0.0423333333333332,7
Tadepalli Riverfront Road 5,Tadepalli Riverfront,3,3.0716666666666668,11.61587372954888,0.0511944444444444,7
Tadepalli Riverfront Road 5,Tadepalli Riverfront,4,2.276666666666667,12.626716439021555,0.0379444444444444,7
Tadepalli Riverfront Road 5,Tadepalli Riverfront,5,2.34,12.465687874744862,0.0389999999999999,7
Tadepalli Riverfront Road 5,Tadepalli Riverfront,6,2.2983333333333333,11.755223090086226,0.0383055555555555,5
Tadepalli Riverfront Road 5,Tadepalli Riverfront,7,2.648333333333333,12.000347805973789,0.0441388888888888,8
Tadepalli Riverfront Road 5,Tadepalli Riverfront,8,2.7316666666666665,11.768833280280855,0.0455277777777777,8
Tadepalli Riverfront Road 5,Tadepalli Riverfront,9,3.545,11.582607820410445,0.0590833333333333,10
Tadepalli Riverfront Road 5,Tadepalli Riverfront,10,3.1666666666666665,11.453218174536817,0.0527777777777777,9
Tadepalli Riverfront Road 5,Tadepalli Riverfront,11,2.945,11.604191353834809,0.0490833333333333,9
Tadepalli Riverfront Road 7,Tadepalli Riverfront,0,3.303333333333333,11.596861645001743,0.0550555555555555,8
Tadepalli Riverfront Road 7,Tadepalli Riverfront,1,2.638333333333333,12.19054793496464,0.0439722222222222,7
Tadepalli Riverfront Road 7,Tadepalli Riverfront,2,3.03,12.341784635402435,0.0504999999999999,8
Tadepalli Riverfront Road 7,Tadepalli Riverfront,3,2.381666666666667,13.08753513216837,0.0396944444444444,8
Tadepalli Riverfront Road 7,Tadepalli Riverfront,4,3.665,11.429461083350857,0.0610833333333332,12
Tadepalli Riverfront Road 7,Tadepalli Riverfront,5,2.2716666666666665,12.555715662967788,0.037861111111111,8
Tadepalli Riverfront Road 7,Tadepalli Riverfront,6,2.276666666666667,12.300847398437105,0.0379444444444444,6
Tadepalli Riverfront Road 7,Tadepalli Riverfront,7,2.431666666666666,12.173869561096788,0.0405277777777777,6
Tadepalli Riverfront Road 7,Tadepalli Riverfront,8,3.756666666666667,10.960213059217786,0.062611111111111,14
Tadepalli Riverfront Road 7,Tadepalli Riverfront,9,1.415,12.062909773079204,0.0235833333333332,3
Tadepalli Riverfront Road 7,Tadepalli Riverfront,10,2.1366666666666667,12.130790398376208,0.035611111111111,7
Tadepalli Riverfront Road 7,Tadepalli Riverfront,11,2.33,12.797156762963883,0.0388333333333332,7
Tadepalli Riverfront Road 9,Tadepalli Riverfront,0,1.2566666666666666,14.704682664874936,0.0209444444444444,5
Tadepalli Riverfront Road 9,Tadepalli Riverfront,1,2.835,14.112089080192442,0.0472499999999999,7
Tadepalli Riverfront Road 9,Tadepalli Riverfront,2,2.8583333333333334,14.06535893351202,0.0476388888888888,8
Tadepalli Riverfront Road 9,Tadepalli Riverfront,3,3.3466666666666667,13.968223946415836,0.0557777777777777,10
Tadepalli Riverfront Road 9,Tadepalli Riverfront,4,3.3366666666666664,14.184383453487774,0.055611111111111,10
Tadepalli Riverfront Road 9,Tadepalli Riverfront,5,3.2116666666666664,14.11048271794026,0.0535277777777777,8
Tadepalli Riverfront Road 9,Tadepalli Riverfront,6,2.64,14.035602461522018,0.0439999999999999,7
Tadepalli Riverfront Road 9,Tadepalli Riverfront,7,3.19,13.985953396504463,0.0531666666666666,11
Tadepalli Riverfront Road 9,Tadepalli Riverfront,8,3.296666666666667,14.100287581427557,0.0549444444444444,11
Tadepalli Riverfront Road 9,Tadepalli Riverfront,9,3.398333333333333,14.004079716761536,0.0566388888888888,11
Tadepalli Riverfront Road 9,Tadepalli Riverfront,10,3.798333333333333,14.059385296025257,0.0633055555555555,9
Tadepalli Riverfront Road 9,Tadepalli Riverfront,11,3.695,13.99753627706146,0.0615833333333333,17
